"my.site.num,study.site,study,""jumping.worms (Amynthus, metaphire, megascolecids)"",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,,Allolobophora.chlorotica,Amynthas.agrestis,Aporrectodea.caliginosa,Aporrectodea.rosea,Aporrectodea.trapezoides,Aporrectodea.tuberculata ,Aporrectodea.turgida,Bimastos.rubidus,Aporrect.unknown,Bimastos.parvus,Dendrobaena.octaedra,Dendrobaena.unknown,Dendrodrilus.unknown,Eisenia.fetida,Eisenia.hortensis,Eisenia.lucens,Eisenia.teteadra,Lumbricus.castaneus,Lumbricus.octaedra,Lumbricus.rubellus,Lumbricus.terrestris,Lumbricus.unknown,Octolasion.cyaneum,Octalasion.tyrtaeum,Octalasian.unknown,anecic.unknown,endo.unknown,epi.unknown,epi/endo.unknown,Unknown"
"647,1-2,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Armington,2013,September and October,43.950556,-71.968611,US,New Hampshire,remote,422,,watershed ,,Hemlock-Birch-Maple,,,NA,4.65,soil/water slurry,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"648,1-3,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Armington,2013,September and October,43.970278,-71.969444,US,New Hampshire,remote,426,,watershed ,,Maple-Birch-Hemlock,,,NA,4.65,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"651,1-6,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Armington,2013,September and October,43.970278,-71.969444,US,New Hampshire,remote,426,,watershed ,,Maple-Birch-Hemlock,,,NA,4.65,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"652,2-1,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Upper Baker Pond,2013,September and October,43.906111,-71.994167,US,New Hampshire,100,284,,watershed ,,Maple-Beech-Birch,,,NA,3.62,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"654,2-3,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Upper Baker Pond,2013,September and October,43.916944,-71.993889,US,New Hampshire,100,279,,watershed ,,Pine-Hemlock-Beech,,,NA,3.62,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"655,2-4,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Upper Baker Pond,2013,September and October,43.906111,-71.994167,US,New Hampshire,100,284,,watershed ,Acer saccharum,Maple-Beech-Birch,,,NA,3.62,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"658,3-1,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.698333,-72.37,US,Vermont,100,359,,watershed ,,Maple-Fir-Hemlock,,,NA,3.93,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"659,3-2,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.692778,-72.370278,US,Vermont,100,373,,watershed ,,Maple-Pine-Poplar,,,NA,3.93,soil/water slurry,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"660,3-3,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.683333,-72.371389,US,Vermont,100,358,,watershed ,,Maple-Hemlock-Pine,,,NA,3.93,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"663,3-6,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.692778,-72.370278,US,Vermont,100,373,,watershed ,,Maple-Pine-Poplar,,,NA,3.93,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"664,4-1,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Parker,2013,September and October,44.720278,-72.2425,US,Vermont,100,409,,watershed ,,Maple-Fir-Spruce,,,NA,4.79,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"665,4-2,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Parker,2013,September and October,44.720556,-72.246389,US,Vermont,100,413,,watershed ,,Maple-Beech,,,NA,4.79,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"666,4-3,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Parker,2013,September and October,44.722778,-72.245556,US,Vermont,100,402,,watershed ,,Maple-Fir-Beech,,,NA,4.79,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"667,4-4,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Parker,2013,September and October,44.711111,-72.231944,US,Vermont,100,419,,watershed ,,Maple-Fir-Spruce,,,NA,4.79,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"668,4-5,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Lake Parker,2013,September and October,44.709444,-72.232222,US,Vermont,100,426,,watershed ,,Maple-Fir-Beech,,,NA,4.79,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"672,5-3,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Hardwood Pond,2013,September and October,44.470556,-72.513056,US,Vermont,remote,512,,watershed ,,Hemlock-Beech-Birch,,,NA,3.61,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"674,5-5,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Hardwood Pond,2013,September and October,44.470556,-72.513056,US,Vermont,remote,512,,watershed ,,Hemlock-Beech-Birch,,,NA,3.61,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"676,6-1,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Curtis Pond,2013,September and October,44.393056,-72.491667,US,Vermont,100,434,,watershed ,,Beech-Maple-Pine,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"677,6-2,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Curtis Pond,2013,September and October,44.391667,-72.493333,US,Vermont,100,414,,watershed ,,Beech-Maple-Pine,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"678,6-3,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Curtis Pond,2013,September and October,44.382222,-72.499444,US,Vermont,100,400,,watershed ,,Hemlock-Maple-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"681,6-6,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Curtis Pond,2013,September and October,44.391667,-72.493333,US,Vermont,100,414,,watershed ,,Beech-Maple-Pine,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"682,7-1,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,UVM Hort-Farm,2013,September and October,44.431667,-73.200278,US,Vermont,remote,73,,lowland forests,,Maple-Oak-Pine,,,NA,4.91,soil/water slurry,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"683,7-2,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,UVM Hort-Farm,2013,September and October,44.431111,-73.199444,US,Vermont,remote,75,,lowland forests,,Maple-Oak-Pine,,,NA,4.91,soil/water slurry,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0"
"684,7-3,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,UVM Hort-Farm,2013,September and October,44.431667,-73.199167,US,Vermont,remote,77,,lowland forests,,Maple-Oak-Pine,,,NA,4.91,soil/water slurry,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"685,8-1,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,Huntington Audobon,2013,September and October,44.346944,-72.997222,US,Vermont,100,201,,lowland forests,,Maple-Oak,,,NA,4.64,soil/water slurry,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"686,8-2,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,Huntington Audobon,2013,September and October,44.346944,-72.995556,US,Vermont,100,180,,lowland forests,,Pine-Hemlock-Maple,,,NA,4.64,soil/water slurry,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"687,8-3,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,Huntington Audobon,2013,September and October,44.347222,-72.995,US,Vermont,100,174,,lowland forests,,Pine-Beech,,,NA,4.64,soil/water slurry,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0"
"688,9-1,""Richardson et al., 2015"",N,0.25,1,,Hand-sorted,50,50,Montshire Museum,2013,September and October,43.698611,-72.306111,US,Vermont,100,133,,lowland forests,,Pine-Beech-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"689,9-2,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,Montshire Museum,2013,September and October,43.698056,-72.306944,US,Vermont,100,144,,lowland forests,,Pine-Beech-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0"
"690,9-3,""Richardson et al., 2015"",Y,0.25,1,,Hand-sorted,50,50,Montshire Museum,2013,September and October,43.6975,-72.3075,US,Vermont,100,161,,lowland forests,,Pine-Beech-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"692,EML,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
"693,GAR,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"694,GRO,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"695,HIN,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1"
"696,HIR,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"697,JER,""Ross et al., 2021"",Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
"698,MBR,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"699,NFS,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"700,NIN,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"701,PCB,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"702,SKR,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1"
"703,SMB,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"704,SQU,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
"705,STE,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"706,STK,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
"707,STS,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"708,WAT,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"709,WIL,""Ross et al., 2021"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"710,1543,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Sep,45.16725,-90.578321,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
"711,1561,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Oct,45.963248,-90.22566,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
"712,1562,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Nov,45.965101,-90.225245,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"713,1568,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Dec,45.94546,-90.138026,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
"714,1581,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Jan,45.659922,-90.096294,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
"715,1582,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Feb,45.660366,-90.099262,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
"716,1583,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Mar,45.661766,-90.101565,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
"717,1585,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Apr,45.660556,-90.103553,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
"718,1589,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,May,45.677598,-90.102249,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
"719,1603,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Jun,45.194627,-90.720105,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
"720,1629,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Jul,45.158538,-90.734522,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
"721,1630,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Aug,45.160095,-90.730389,US,Wisconsin,,,,Hardwook Forest,Tilia americana,Sugar maple/basswood,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
"722,1639,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Sep,45.215578,-90.661561,US,Wisconsin,,,,Hardwook Forest,,Aspen/Paper Birch,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"723,1645,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Oct,45.212729,-90.664416,US,Wisconsin,,,,Hardwook Forest,,Maple/Beech,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"724,1691,""Loss et al., 2012"",No,0.3267,3,0.1089,Yelow mustard,,,,2010,Nov,46.130461,-90.720809,US,Wisconsin,,,,Hardwook Forest,,Quaking aspen,,,670,,,,20,-15,,,,,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
"726,1A-HETH-3,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.14279639,-90.93086693,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple-Basswood Forest,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0"
"727,1B-OVEN-6,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.0866627,-91.06897613,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0"
"728,1C-OVEN-2,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.36132157,-91.26179402,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0"
"729,1I-HETH-1,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.291193,-91.155709,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"730,1J-OVEN-1,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.28293343,-91.15947487,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"731,1L-OVEN-14,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.28357909,-91.15926364,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
"732,1M-VEER-1,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.40689985,-91.30578225,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
"733,1N-OVEN-12,Loss and Blair 2011,No,0.1089,1,0.1089,Yelow mustard,,,,2009,September,46.42161529,-91.31244536,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"734,1R-HETH-3,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.42175744,-91.30504464,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0"
"735,1S-OVEN-1,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.38695964,-91.2829196,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
"740,QU-1,""Cameron et al., 2015"",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"741,QU-2,""Cameron et al., 2015"",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"742,QU-3,""Cameron et al., 2015"",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"743,QU-4,""Cameron et al., 2015"",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"744,QU-5,""Cameron et al., 2015"",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
"745,QU-6,""Cameron et al., 2015"",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
